nanoseconds,microseconds,milliseconds,seconds,hours
3.20918e+12,3.20918e+09,3.20918e+06,3209.18,0.89144
2.1169e+12,2.1169e+09,2.1169e+06,2116.9,0.588027
1.03781e+12,1.03781e+09,1.03781e+06,1037.81,0.28828
