nanoseconds,microseconds,milliseconds,seconds,hours
3.15427e+06,3154.27,3.15427,0.00315427,8.76186e-07
1.32162e+06,1321.62,1.32162,0.00132162,3.67117e-07
1.02848e+06,1028.48,1.02848,0.00102848,2.8569e-07
