nanoseconds,microseconds,milliseconds,seconds,hours
1393,1.393,0.001393,1.393e-06,3.86944e-10
106760,106.76,0.10676,0.00010676,2.96556e-08
3.11201e+06,3112.01,3.11201,0.00311201,8.64446e-07
2.04632e+08,204632,204.632,0.204632,5.68422e-05
2.16166e+10,2.16166e+07,21616.6,21.6166,0.0060046
2.1169e+12,2.1169e+09,2.1169e+06,2116.9,0.588027
