nanoseconds,microseconds,milliseconds,seconds,hours
3177,3.177,0.003177,3.177e-06,8.825e-10
67037,67.037,0.067037,6.7037e-05,1.86214e-08
180234,180.234,0.180234,0.000180234,5.0065e-08
927254,927.254,0.927254,0.000927254,2.57571e-07
1.28321e+07,12832.1,12.8321,0.0128321,3.56447e-06
1.07936e+08,107936,107.936,0.107936,2.99822e-05
4.37951e+10,4.37951e+07,43795.1,43.7951,0.0121653
1.01927e+12,1.01927e+09,1.01927e+06,1019.27,0.28313
