nanoseconds,microseconds,milliseconds,seconds,hours
645900,645.9,0.6459,0.0006459,1.79417e-07
1.52537e+06,1525.37,1.52537,0.00152537,4.23713e-07
5195,5.195,0.005195,5.195e-06,1.44306e-09
