nanoseconds,microseconds,milliseconds,seconds,hours
2136,2.136,0.002136,2.136e-06,5.93333e-10
1643,1.643,0.001643,1.643e-06,4.56389e-10
946,0.946,0.000946,9.46e-07,2.62778e-10
