nanoseconds,microseconds,milliseconds,seconds,hours
1244,1.244,0.001244,1.244e-06,3.45556e-10
59055,59.055,0.059055,5.9055e-05,1.64042e-08
1.52537e+06,1525.37,1.52537,0.00152537,4.23713e-07
1.03035e+08,103035,103.035,0.103035,2.86208e-05
1.14195e+10,1.14195e+07,11419.5,11.4195,0.00317208
1.05876e+12,1.05876e+09,1.05876e+06,1058.76,0.2941
