nanoseconds,microseconds,milliseconds,seconds,hours
50401,50.401,0.050401,5.0401e-05,1.40003e-08
59055,59.055,0.059055,5.9055e-05,1.64042e-08
3487,3.487,0.003487,3.487e-06,9.68611e-10
