nanoseconds,microseconds,milliseconds,seconds,hours
5512,5.512,0.005512,5.512e-06,1.53111e-09
12624,12.624,0.012624,1.2624e-05,3.50667e-09
117421,117.421,0.117421,0.000117421,3.26169e-08
1.71486e+06,1714.86,1.71486,0.00171486,4.76349e-07
3.82531e+06,3825.31,3.82531,0.00382531,1.06259e-06
4.38148e+07,43814.8,43.8148,0.0438148,1.21708e-05
5.01561e+08,501561,501.561,0.501561,0.000139323
5.98224e+09,5.98224e+06,5982.24,5.98224,0.00166173
