nanoseconds,microseconds,milliseconds,seconds,hours
5.3508e+09,5.3508e+06,5350.8,5.3508,0.00148633
1.14195e+10,1.14195e+07,11419.5,11.4195,0.00317208
328355,328.355,0.328355,0.000328355,9.12097e-08
