nanoseconds,microseconds,milliseconds,seconds,hours
1.99203e+08,199203,199.203,0.199203,5.53342e-05
1.07936e+08,107936,107.936,0.107936,2.99822e-05
1.2346e+08,123460,123.46,0.12346,3.42945e-05
