nanoseconds,microseconds,milliseconds,seconds,hours
3.19203e+10,3.19203e+07,31920.3,31.9203,0.00886675
2.16166e+10,2.16166e+07,21616.6,21.6166,0.0060046
1.06829e+10,1.06829e+07,10682.9,10.6829,0.00296746
