nanoseconds,microseconds,milliseconds,seconds,hours
2287,2.287,0.002287,2.287e-06,6.35278e-10
1393,1.393,0.001393,1.393e-06,3.86944e-10
1833,1.833,0.001833,1.833e-06,5.09167e-10
