nanoseconds,microseconds,milliseconds,seconds,hours
2618,2.618,0.002618,2.618e-06,7.27222e-10
62004,62.004,0.062004,6.2004e-05,1.72233e-08
3.15427e+06,3154.27,3.15427,0.00315427,8.76186e-07
9.67538e+07,96753.8,96.7538,0.0967538,2.68761e-05
9.91516e+09,9.91516e+06,9915.16,9.91516,0.00275421
1.05372e+12,1.05372e+09,1.05372e+06,1053.72,0.292699
