nanoseconds,microseconds,milliseconds,seconds,hours
46988,46.988,0.046988,4.6988e-05,1.30522e-08
67173,67.173,0.067173,6.7173e-05,1.86592e-08
78222,78.222,0.078222,7.8222e-05,2.17283e-08
