nanoseconds,microseconds,milliseconds,seconds,hours
2211,2.211,0.002211,2.211e-06,6.14167e-10
67173,67.173,0.067173,6.7173e-05,1.86592e-08
1.23494e+06,1234.94,1.23494,0.00123494,3.43039e-07
8.68063e+07,86806.3,86.8063,0.0868063,2.41129e-05
8.2836e+09,8.2836e+06,8283.6,8.2836,0.002301
4.25925e+07,42592.5,42.5925,0.0425925,1.18313e-05
4.84993e+08,484993,484.993,0.484993,0.00013472
6.41597e+09,6.41597e+06,6415.97,6.41597,0.00178221
