nanoseconds,microseconds,milliseconds,seconds,hours
3.43598e+07,34359.8,34.3598,0.0343598,9.54438e-06
8.2836e+09,8.2836e+06,8283.6,8.2836,0.002301
3.82531e+06,3825.31,3.82531,0.00382531,1.06259e-06
