nanoseconds,microseconds,milliseconds,seconds,hours
32091800000000,32091800000000,32091800000,32091800,8914.3888889
21169000000000000,21169000000000,21169000000,21169000,5880.2777778
10370000810000000,10370000810000,10370000810,10370000.81,2880.5557806
