nanoseconds,microseconds,milliseconds,seconds,hours
55094300000000,55094300000,55094300,55094.3,15.303972222
105876000000000,105876000000,105876000,105876,29.41
3.16671e+07,31667.1,31.6671,0.0316671,8.79642e-06
