nanoseconds,microseconds,milliseconds,seconds,hours
9.88117e+11,9.88117e+08,988117,988.117,0.274477
1.01927e+12,1.01927e+09,1.01927e+06,1019.27,0.28313
1.02124e+12,1.02124e+09,1.02124e+06,1021.24,0.283677
