nanoseconds,microseconds,milliseconds,seconds,hours
4046,4.046,0.004046,4.046e-06,1.12389e-09
46988,46.988,0.046988,4.6988e-05,1.30522e-08
522122,522.122,0.522122,0.000522122,1.45034e-07
1.71453e+06,1714.53,1.71453,0.00171453,4.76259e-07
3.43598e+07,34359.8,34.3598,0.0343598,9.54438e-06
2.27223e+08,227223,227.223,0.227223,6.31176e-05
2.94327e+09,2.94327e+06,2943.27,2.94327,0.000817575
3.30104e+10,3.30104e+07,33010.4,33.0104,0.00916955
