nanoseconds,microseconds,milliseconds,seconds,hours
82513,82.513,0.082513,8.2513e-05,2.29203e-08
67037,67.037,0.067037,6.7037e-05,1.86214e-08
79471,79.471,0.079471,7.9471e-05,2.20753e-08
