nanoseconds,microseconds,milliseconds,seconds,hours
1.68032e+07,16803.2,16.8032,0.0168032,4.66756e-06
1.28321e+07,12832.1,12.8321,0.0128321,3.56447e-06
1.02496e+07,10249.6,10.2496,0.0102496,2.84711e-06
