nanoseconds,microseconds,milliseconds,seconds,hours
9.91516e+09,9.91516e+06,9915.16,9.91516,0.00275421
9.45339e+09,9.45339e+06,9453.39,9.45339,0.00262594
1.01397e+10,1.01397e+07,10139.7,10.1397,0.00281659
