nanoseconds,microseconds,milliseconds,seconds,hours
1427,1.427,0.001427,1.427e-06,3.96389e-10
1244,1.244,0.001244,1.244e-06,3.45556e-10
1652,1.652,0.001652,1.652e-06,4.58889e-10
